 1/ 1/1979	42D9 1PJJ -
 4/12/1983	0727 3A8E +
 4/13/1983	0727 3A98 +
 4/14/1983	07D7 3A98 +
 4/16/1983	0847 3A98 +
 4/18/1983	08J7 3A98 +
 4/20/1983	0967 3A98 +
 4/21/1983	0967 3A99  
 4/23/1983	09P7 3A99  
 4/25/1983	0A87 3A99  
 4/27/1983	0D17 3A99  
 4/29/1983	0DA7 3A99  
 5/ 1/1983	0E37 3A99  
 5/ 4/1983	0EE7 3A99  
 5/ 6/1983	0J57 3A99  
 5/ 7/1983	0J56 3A99  
 5/ 9/1983	0726 3AA5  
 5/11/1983	07D6 3AA5  
 5/13/1983	0846 3AA5  
 5/16/1983	08J6 3AA5  
 5/17/1983	0P96 3AA5  
 5/18/1983	1026 3AA5  
 5/20/1983	10D6 3AA5  
 5/22/1983	1146 3AA6 -
 5/24/1983	11J6 3AA6 -
 5/26/1983	1266 3AA6 -
 5/29/1983	12P6 3AA6 -
 5/31/1983	1386 3AA6 -
 6/ 3/1983	1416 3AA6 -
 6/ 5/1983	0JL6 3AA6 -
 6/ 6/1983	0JL6 3AD2 -
 6/ 8/1983	0L76 3AD2 -
 6/10/1983	0P06 3AD2 -
 6/12/1983	0P96 3AD2 -
 6/14/1983	1026 3AD2  
 6/16/1983	10D6 3AD2  
 6/18/1983	1146 3AD2  
 6/20/1983	11J6 3AD2  
 6/22/1983	11J6 3AD3 -
 6/23/1983	1266 3AD3 -
 6/25/1983	12P6 3AD3 -
 6/28/1983	1386 3AD3 -
 6/29/1983	1A46 3AD3 -
 6/30/1983	1AJ6 3AD3 -
 7/ 2/1983	1AJ6 3AD3  
 7/ 3/1983	14A6 3AD3  
 7/ 5/1983	1536 3AD3  
 7/ 7/1983	15E6 3AD3  
 7/ 9/1983	1656 3AD3  
 7/10/1983	1656 3ADP  
 7/11/1983	16L6 3ADP  
 7/13/1983	1776 3ADP  
 7/15/1983	1806 3ADP  
 7/16/1983	1806 3ADP +
 7/18/1983	1896 3ADP +
 7/20/1983	1926 3ADP +
 7/22/1983	19D6 3ADP +
 7/23/1983	19D6 3AE0  
 7/25/1983	1A46 3AE0  
 7/27/1983	1AJ6 3AE0  
 7/30/1983	14A6 3AE0  
 8/ 1/1983	1536 3AE0 +
 8/ 4/1983	15E6 3AE0 +
 8/ 6/1983	1656 3AE0 +
 8/ 8/1983	16L6 3AE0 +
 8/10/1983	1776 3AE0 +
 8/12/1983	1806 3AE0 +
 8/14/1983	1P56 3AE0 +
 8/16/1983	1PL6 3AE0 +
 8/19/1983	2076 3AE0 +
 8/21/1983	2106 3AE0 +
 8/24/1983	2197 3AE1  
 8/26/1983	1D67 3AE1  
 8/27/1983	1D67 3AD5  
 8/29/1983	1DP7 3AD5 +
 8/31/1983	1E87 3AD5 +
 9/ 2/1983	1J17 3AD5 +
 9/ 4/1983	1JA7 3AD5 +
 9/ 6/1983	1L37 3AD5  
 9/ 8/1983	1LE7 3AD5  
 9/10/1983	1P57 3AD5  
 9/12/1983	1PL7 3AD5  
 9/15/1983	2077 3AD5  
 9/17/1983	2107 3AD5  
 9/20/1983	2197 3AD5  
 9/22/1983	1D67 3AD5  
 9/24/1983	1D67 3AD6 -
 9/25/1983	1DP7 3AD6 -
 9/27/1983	1E87 3AD6 -
 9/29/1983	1J17 3AD6 -
 9/30/1983	23J7 3AD6 -
10/ 2/1983	2467 3AD6 -
10/ 4/1983	24P7 3AD6 -
10/ 6/1983	2587 3AE2 -
10/ 8/1983	2617 3AE2 -
10/ 9/1983	2617 3AE2  
10/10/1983	26A7 3AE2  
10/12/1983	2737 3AE2  
10/15/1983	27E7 3AE2  
10/17/1983	2857 3AE2  
10/20/1983	2227 3AE2  
10/22/1983	22D7 3AE2  
10/24/1983	2347 3AE3 -
10/27/1983	23J7 3AE3  
10/29/1983	2467 3AE3  
10/31/1983	24P7 3AE3  
11/ 2/1983	2587 3AE3  
11/ 4/1983	2617 3AE3  
11/ 6/1983	26A7 3AE3  
11/ 9/1983	2737 3AEP  
11/11/1983	27E7 3AEP  
11/14/1983	2857 3AEP +
11/16/1983	2227 3AEP +
11/18/1983	2977 3AEP +
11/21/1983	2A07 3AEP +
11/23/1983	2A97 3AJ0  
11/25/1983	2D27 3AJ0  
11/27/1983	2DD7 3AJ0  
11/29/1983	2E47 3AJ0  
12/ 1/1983	2EJ7 3AJ0  
12/ 4/1983	2J67 3AJ0 +
12/ 6/1983	2JP7 3AJ0 +
12/ 7/1983	2JP7 3AJE +
12/ 8/1983	2L87 3AJE +
12/11/1983	2P17 3AJE +
12/13/1983	28L7 3AJE +
12/16/1983	2977 3AJE +
12/18/1983	2A07 3AJE +
12/20/1983	2A97 3AJE +
12/22/1983	2D27 3AJJ  
12/24/1983	2DD7 3AJJ  
12/26/1983	2E47 3AJJ  
12/29/1983	2EJ7 3AJJ  
12/31/1983	2J67 3AJJ  
 1/ 1/1984	2J67 3AL9  
 1/ 2/1984	2JP7 3AL9  
 1/ 5/1984	2L87 3AL9  
 1/ 7/1984	2P17 3AL9  
 1/10/1984	28L7 3AL9  
 1/11/1984	2PA7 3AL9  
 1/12/1984	3037 3AL9  
 1/15/1984	30E7 3AL9  
 1/17/1984	3157 3AL9  
 1/19/1984	31L7 3D79  
 1/20/1984	31L7 4239  
 1/21/1984	3277 423A -
 1/23/1984	3307 423A -
 1/25/1984	3397 423A -
 1/26/1984	3397 4246 -
 1/27/1984	3427 4246 -
 1/30/1984	34D7 4246 -
 2/ 1/1984	3547 4246 -
 2/ 3/1984	35J7 4246 -
 2/ 6/1984	2PA7 4246 -
 2/ 9/1984	3037 4246  
 2/11/1984	30E7 4246  
 2/13/1984	3157 4246  
 2/15/1984	31L7 4246  
 2/17/1984	3277 4246  
 2/19/1984	3307 4253 -
 2/21/1984	3397 4253 -
 2/23/1984	3427 4253 -
 2/26/1984	34D7 4253 -
 2/28/1984	3547 4253  
 3/ 2/1984	35J7 4253  
 3/ 4/1984	2PA7 4253  
 3/ 7/1984	3037 4253  
 3/ 9/1984	30E7 4253  
 3/11/1984	3157 4253  
 3/14/1984	31L7 4253  
 3/15/1984	31L7 425P +
 3/16/1984	3277 425P +
 3/18/1984	3307 425P +
 3/20/1984	3397 4254  
 3/22/1984	3427 4254  
 3/24/1984	34D7 4254  
 3/26/1984	3547 4254  
 3/29/1984	35J7 4254  
 4/ 1/1984	2PA7 4254 +
 4/ 3/1984	3037 4254 +
 4/ 5/1984	30E7 4254 +
 4/ 8/1984	3157 41J0 +
 4/10/1984	31L7 41J0 +
 4/12/1984	3277 41J0 +
 4/14/1984	3307 41J0 +
 4/16/1984	3397 41J0 +
 4/18/1984	3427 41J0 +
 4/20/1984	34D7 41J1  
 4/23/1984	3547 41J1  
 4/25/1984	35J7 41J1 -
 4/28/1984	2PA7 41J1 -
 4/30/1984	3037 41J1 -
 5/ 2/1984	3037 41JJ -
 5/ 3/1984	30E7 41JJ -
 5/ 5/1984	3157 41JJ -
 5/ 7/1984	31L7 41JJ -
 5/ 9/1984	3277 41JJ -
 5/11/1984	3307 41JJ -
 5/13/1984	3397 41JJ -
 5/16/1984	3427 41JJ  
 5/18/1984	34D7 41JJ  
 5/20/1984	3547 41JJ  
 5/21/1984	3547 41JL -
 5/23/1984	35J7 41JL -
 5/25/1984	2PA7 41JL -
 5/27/1984	2PA7 41LA -
 5/28/1984	3037 41LA -
 5/30/1984	30E7 41LA -
 6/ 1/1984	3157 41LA -
 6/ 3/1984	31L7 41LA -
 6/ 6/1984	3277 41LA -
 6/ 8/1984	3307 41LA  
 6/10/1984	3397 41LA  
 6/12/1984	3427 41LA  
 6/14/1984	34D7 41LA  
 6/16/1984	3547 41LA  
 6/19/1984	35J7 41LA  
 6/20/1984	35J7 41P6  
 6/21/1984	2PA7 41P7 -
 6/22/1984	2PA7 41P7  
 6/23/1984	2PA7 4167  
 6/24/1984	3037 4167  
 6/26/1984	30E7 4167  
 6/29/1984	3157 4167  
 7/ 1/1984	31L7 4167  
 7/ 3/1984	3277 4167  
 7/ 5/1984	3307 4167  
 7/ 7/1984	3397 4167 +
 7/ 9/1984	3427 4167 +
 7/11/1984	34D7 4167 +
 7/14/1984	3547 4173 +
 7/16/1984	35J7 4173 +
 7/19/1984	2PA7 4173 +
 7/21/1984	3037 4173 +
 7/23/1984	3037 4174  
 7/24/1984	30E7 4174  
 7/26/1984	3157 4174 +
 7/28/1984	31L7 4174 +
 7/30/1984	3277 4174 +
 8/ 1/1984	3307 4174 +
 8/ 3/1984	3397 4174 +
 8/ 5/1984	3427 4174 +
 8/ 8/1984	34D7 4180 +
 8/10/1984	3547 4180 +
 8/13/1984	35J7 4180 +
 8/15/1984	2PA7 4180 +
 8/18/1984	36P7 4180 +
 8/20/1984	3787 4180 +
 8/22/1984	3817 4180 +
 8/23/1984	3817 4181  
 8/25/1984	38A7 4181  
 8/27/1984	3937 4181  
 8/29/1984	39E7 4181  
 8/31/1984	3A57 4181  
 9/ 1/1984	3A57 418J  
 9/ 2/1984	3AL7 418J  
 9/ 4/1984	3D77 418J  
 9/ 6/1984	3E07 418J  
 9/ 9/1984	3E97 418J  
 9/11/1984	3667 418J  
 9/14/1984	36P7 418J  
 9/16/1984	3787 418J  
 9/19/1984	3817 418J  
 9/21/1984	38A7 418J  
 9/23/1984	3937 418L -
 9/25/1984	39E7 418L -
 9/26/1984	39E7 419A -
 9/27/1984	3A57 419A -
 9/29/1984	3AL7 419A -
10/ 1/1984	3D77 419A  
10/ 4/1984	3E07 419A  
10/ 5/1984	42E7 419A  
10/ 6/1984	4357 419A  
10/ 9/1984	3J27 419A  
10/11/1984	3JD7 419A  
10/14/1984	3L47 419A  
10/16/1984	3LJ7 419A  
10/18/1984	3P67 419A +
10/20/1984	3PP7 41A6 +
10/22/1984	4087 41A6 +
10/23/1984	4087 41A7  
10/24/1984	4117 41A7  
10/26/1984	41A7 41A7  
10/29/1984	4237 41A7  
10/31/1984	42E7 41A7  
11/ 2/1984	4357 41A7  
11/ 5/1984	3J27 41A7  
11/ 7/1984	3JD7 41A7 +
11/10/1984	3L47 41A7 +
11/12/1984	3LJ7 41A7 +
11/14/1984	3LJ7 41D3 +
11/15/1984	3P67 41D3 +
11/16/1984	4627 41D3 +
11/17/1984	46D7 41D3 +
11/19/1984	4747 41D3 +
11/21/1984	47J7 41D3 +
11/22/1984	47J7 4244  
11/23/1984	4867 4244  
11/25/1984	48P7 4244  
11/27/1984	4987 4244  
11/30/1984	4A17 4244  
12/ 2/1984	43L7 4244 +
12/ 5/1984	4477 4244 +
12/ 7/1984	4507 4244 +
12/ 8/1984	4507 4244  
12/ 9/1984	4597 4250  
12/12/1984	4627 4250  
12/14/1984	46D7 4250  
12/16/1984	4747 4250  
12/18/1984	47J7 4250  
12/20/1984	4867 4250  
12/22/1984	48P7 4251 -
12/25/1984	5047 4251 -
12/27/1984	50J7 4251 -
12/29/1984	4AA7 4251 -
 1/ 1/1985	4D37 4251 -
 1/ 4/1985	4DE7 425J -
 1/ 6/1985	4E57 425J -
 1/ 8/1985	4EL7 425J -
 1/10/1985	4J77 425J -
 1/12/1985	4L07 425J  
 1/14/1985	4L97 425J  
 1/17/1985	4P27 425J  
 1/19/1985	4PD7 425J  
 1/20/1985	4PD7 425L -
 1/21/1985	5047 425L -
 1/23/1985	50J7 425L -
 1/26/1985	4AA7 425L -
 1/28/1985	4D37 425L -
 1/31/1985	4DE7 425L -
 2/ 1/1985	4DE7 425L  
 2/ 2/1985	4E57 41JA  
 2/ 3/1985	0217 41JA  
 2/ 4/1985	02A7 41JA  
 2/ 7/1985	0337 489A  
 2/ 9/1985	03E7 489A  
 2/11/1985	0457 489A  
 2/13/1985	04L7 489A  
 2/15/1985	0577 489A  
 2/17/1985	0607 489A  
 2/19/1985	0607 489D  
 2/20/1985	0697 489D  
 2/22/1985	0067 489D  
 2/25/1985	00P7 489D  
 2/27/1985	0187 489D  
 3/ 2/1985	0217 489D  
 3/ 4/1985	02A7 489D  
 3/ 6/1985	0337 489D  
 3/ 7/1985	0337 489D +
 3/ 8/1985	03E7 489D +
 3/10/1985	0457 489D +
 3/12/1985	04L7 489D +
 3/14/1985	0577 489D +
 3/15/1985	0E37 489D +
 3/17/1985	0EE7 489D +
 3/19/1985	0J57 489D +
 3/21/1985	0727 4890  
 3/24/1985	07D7 4890  
 3/27/1985	0847 4890  
 3/29/1985	08J7 4890  
 3/31/1985	0967 4890  
 4/ 2/1985	09P7 4890  
 4/ 4/1985	0A87 4890  
 4/ 6/1985	0D17 4890  
 4/ 8/1985	0DA7 4890  
 4/11/1985	0E37 4890  
 4/13/1985	0EE7 4890  
 4/15/1985	0J57 4890  
 4/18/1985	0727 4890  
 4/20/1985	07D7 4891 -
 4/23/1985	0847 4891 -
 4/25/1985	08J7 4891 -
 4/26/1985	0P97 4891 -
 4/28/1985	1027 4891 -
 4/30/1985	10D7 4891 -
 5/ 2/1985	1147 4891 -
 5/ 4/1985	11J7 4891 -
 5/ 6/1985	1267 4891 -
 5/ 8/1985	12P7 4891 -
 5/10/1985	1387 4891 -
 5/12/1985	1417 4891 -
 5/14/1985	1417 4891  
 5/15/1985	0JL7 4891  
 5/17/1985	0L77 4891  
 5/20/1985	0P07 4891  
 5/21/1985	0P07 4892 -
 5/22/1985	0P97 4892 -
 5/25/1985	1027 4892 -
 5/27/1985	10D7 4892 -
 5/29/1985	1147 4892 -
 5/31/1985	11J7 4892  
 6/ 2/1985	1267 4892  
 6/ 4/1985	12P7 4892  
 6/ 6/1985	1387 489L  
 6/ 9/1985	1AJ7 489L  
 6/11/1985	14A7 489L  
 6/14/1985	1537 489L +
 6/16/1985	15E7 489L +
 6/19/1985	1657 489L +
 6/21/1985	16L7 489P  
 6/23/1985	1777 489P  
 6/25/1985	1807 489P  
 6/28/1985	1897 489P  
 6/30/1985	1927 489P +
 7/ 2/1985	19D7 489P +
 7/ 4/1985	1A47 489P +
 7/ 6/1985	1AJ7 48AD +
 7/ 9/1985	14A7 48AD +
 7/11/1985	1537 48AD +
 7/14/1985	15E7 48AD +
 7/16/1985	1657 48AD +
 7/18/1985	16L7 48AD +
 7/21/1985	1777 48AD +
 7/23/1985	1807 48AE  
 7/25/1985	1P57 48AE  
 7/27/1985	1PL7 48AE  
 7/29/1985	2077 48AE  
 7/31/1985	2107 48AE  
 8/ 2/1985	2107 48D8  
 8/ 3/1985	2197 48D8  
 8/ 5/1985	1D67 48D8  
 8/ 7/1985	1DP7 48D8  
 8/10/1985	1E87 48D8  
 8/12/1985	1J17 48D8  
 8/15/1985	1JA7 48D8  
 8/17/1985	1L37 48D8  
 8/19/1985	1LE7 48D8  
 8/21/1985	1P57 48D8  
 8/23/1985	1PL7 48D9 -
 8/25/1985	2077 48D9 -
 8/28/1985	2107 48E5 -
 8/30/1985	2197 48E5 -
 9/ 1/1985	1D67 48E5 -
 9/ 4/1985	1DP7 48E5 -
 9/ 6/1985	1E87 48E5 -
 9/ 7/1985	1E87 48E5  
 9/ 9/1985	1J17 48E5  
 9/10/1985	23J7 48E5  
 9/11/1985	2467 48E5  
 9/13/1985	24P7 48E5  
 9/15/1985	2587 48E5  
 9/17/1985	2617 48E5  
 9/19/1985	26A7 48E5  
 9/22/1985	2737 48J1  
 9/23/1985	2737 48J2  
 9/24/1985	27E7 48J2  
 9/26/1985	2857 48J2  
 9/29/1985	2227 48J2  
10/ 1/1985	22D7 48J2  
10/ 4/1985	2347 48J2  
10/ 6/1985	23J7 48J2  
10/ 8/1985	2467 48J2  
10/11/1985	24P7 48J2 +
10/13/1985	2587 48J2 +
10/15/1985	2617 48J2 +
10/17/1985	26A7 48JL +
10/19/1985	2737 48JL +
10/21/1985	27E7 48JL +
10/23/1985	2857 48JP  
10/26/1985	2227 48JP  
10/28/1985	2977 48JP  
10/31/1985	2A07 48JP  
11/ 1/1985	2A07 48JP +
11/ 2/1985	2A97 48JP +
11/ 5/1985	2D27 48JP +
11/ 7/1985	2DD7 48JP +
11/ 9/1985	2E47 48JP +
11/10/1985	2E47 48LD +
11/11/1985	2EJ7 48LD +
11/13/1985	2J67 48LD +
11/15/1985	2JP7 48LD +
11/17/1985	2L88 48LD +
11/20/1985	2P18 48LD +
11/22/1985	28L8 48LE  
11/25/1985	2978 48LE  
11/27/1985	2A08 48LE  
11/30/1985	2A98 48LE  
12/ 2/1985	2D28 48LE  
12/ 4/1985	2DD8 48P8  
12/ 5/1985	2DD8 48P8 -
12/ 7/1985	2E48 48P8 -
12/ 9/1985	2EJ8 48P8 -
12/11/1985	2J68 48P8 -
12/12/1985	2J68 48P8  
12/13/1985	2JP8 48P8  
12/15/1985	3548 48P8  
12/17/1985	35J8 48P8  
12/19/1985	2PA8 48P8  
12/22/1985	3038 48P9 -
12/24/1985	30E8 48P9 -
12/27/1985	3158 4905 -
12/29/1985	31L8 4905 -
 1/ 1/1986	3278 4905 -
 1/ 3/1986	3308 4905 -
 1/ 5/1986	3398 4905 -
 1/ 6/1986	3398 4905  
 1/ 7/1986	3428 4905  
 1/ 9/1986	34D8 4905  
 1/11/1986	3548 4905  
 1/13/1986	35J8 4905  
 1/16/1986	2PA8 4905  
 1/18/1986	3038 4905  
 1/20/1986	3038 4912 -
 1/21/1986	30E8 4912 -
 1/23/1986	3158 4912 -
 1/25/1986	3158 4912  
 1/26/1986	31L8 4912  
 1/28/1986	3278 4912  
 1/30/1986	3308 4912  
 2/ 1/1986	3398 4912  
 2/ 2/1986	3A58 4912  
 2/ 3/1986	3AL8 4912  
 2/ 6/1986	3D78 4912  
 2/ 8/1986	3E08 4912  
 2/10/1986	3E98 4912  
 2/11/1986	3E98 4912 +
 2/12/1986	3668 4912 +
 2/13/1986	3668 491L +
 2/14/1986	36P8 491L +
 2/17/1986	3788 491L +
 2/19/1986	3788 491P  
 2/20/1986	3818 491P  
 2/21/1986	3818 4PJP  
 2/22/1986	38A8 4PJP  
 2/24/1986	3938 4PJP  
 2/26/1986	39E8 4PJP  
 3/ 1/1986	3A58 4PJP  
 3/ 3/1986	3AL8 4PJP +
 3/ 5/1986	3D78 4PJP +
 3/ 7/1986	3E08 4PJP +
 3/ 9/1986	3E98 4P5D +
 3/11/1986	3668 4P5D +
 3/12/1986	3668 4P5D  
 3/14/1986	36P8 4P5D  
 3/16/1986	3788 4P5D  
 3/19/1986	3818 4P5D  
 3/21/1986	38A8 4P50 -
 3/24/1986	3938 4P50 -
 3/26/1986	39E8 4P50 -
 3/28/1986	4118 4P50 -
 3/30/1986	41A8 4P50 -
 4/ 1/1986	4238 4P50 -
 4/ 2/1986	4238 4P5E -
 4/ 3/1986	42E8 4P5E -
 4/ 5/1986	4358 4P5E -
 4/ 8/1986	3J28 4P5E -
 4/10/1986	3JD8 4P5E -
 4/13/1986	3L48 4P5E -
 4/15/1986	3LJ8 4P5E -
 4/18/1986	3P68 4P5E  
 4/20/1986	3PP8 4P5J -
 4/22/1986	4088 4P5J -
 4/24/1986	4118 4P5J -
 4/26/1986	41A8 4P5J -
 4/27/1986	41A8 4P69 -
 4/28/1986	4238 4P69 -
 4/30/1986	42E8 4P69 -
 5/ 3/1986	4358 4P69 -
 5/ 5/1986	3J28 4P69 -
 5/ 7/1986	3JD8 4P69 -
 5/ 8/1986	3JD8 4P69  
 5/10/1986	3L48 4P69  
 5/12/1986	3LJ8 4P69  
 5/15/1986	3P68 4P69  
 5/17/1986	3PP8 4P69  
 5/20/1986	4088 4P69  
 5/21/1986	4088 4P6A -
 5/22/1986	4118 4P76  
 5/24/1986	41A8 4P76  
 5/26/1986	4238 4P76  
 5/28/1986	42E8 4P76  
 5/30/1986	4358 4P76  
 6/ 1/1986	3J28 4P76  
 6/ 4/1986	3JD8 4P76  
 6/ 6/1986	3L48 4P76 +
 6/ 9/1986	3LJ8 4P76 +
 6/11/1986	3P68 4P76 +
 6/14/1986	3PP8 4P76 +
 6/16/1986	4088 4P82 +
 6/18/1986	4118 4P82 +
 6/20/1986	41A8 4P82 +
 6/22/1986	4238 4P83  
 6/24/1986	42E8 4P83  
 6/26/1986	4358 4P83  
 6/27/1986	4358 4P83 +
 6/28/1986	3J28 4P83 +
 7/ 1/1986	3JD8 4P83 +
 7/ 3/1986	3L48 4P83 +
 7/ 6/1986	3LJ8 4P83 +
 7/ 8/1986	3P68 4P83 +
 7/11/1986	3PP8 4P83 +
 7/12/1986	3PP8 4P8P +
 7/13/1986	4088 4P8P +
 7/15/1986	4118 4P8P +
 7/18/1986	41A8 4P8P +
 7/20/1986	4238 4P8P +
 7/22/1986	42E8 4P8P +
 7/23/1986	42E8 4P90  
 7/24/1986	4358 4P90 -
 7/26/1986	3J28 4P90 -
 7/28/1986	3JD8 4P90 -
 7/31/1986	3L48 4P90 -
 8/ 2/1986	3LJ8 4P90 -
 8/ 5/1986	3P68 4P90 -
 8/ 7/1986	3PP8 4P90 -
 8/ 8/1986	3PP8 4P9E -
 8/ 9/1986	4088 4P9E -
 8/12/1986	4118 4P9E  
 8/14/1986	41A8 4P9E  
 8/16/1986	4238 4P9E  
 8/18/1986	42E8 4P9E  
 8/20/1986	4358 4P9E  
 8/22/1986	3J28 4P9E  
 8/23/1986	3J28 4P9J -
 8/25/1986	3JD8 4P9J -
 8/27/1986	3L48 4P9J -
 8/30/1986	3LJ8 4P9J  
 9/ 1/1986	3P68 4P9J  
 9/ 3/1986	3PP8 4P9J  
 9/ 6/1986	4088 4P9J  
 9/ 7/1986	4088 4PA9  
 9/ 8/1986	4118 4PA9  
 9/10/1986	41A8 4PA9  
 9/12/1986	4238 4PA9  
 9/14/1986	42E8 4PA9  
 9/15/1986	42E8 4PA9 +
 9/16/1986	4358 4PA9 +
 9/19/1986	3J28 4PA9 +
 9/21/1986	3JD8 4PA9 +
 9/23/1986	3L48 4PAA  
 9/26/1986	3LJ8 4PAA  
 9/28/1986	3P68 4PAA  
10/ 1/1986	3PP8 4PAA  
10/ 3/1986	4088 4PAA  
10/ 4/1986	4088 4PAA +
10/ 5/1986	4118 4PAA +
10/ 7/1986	41A8 4PAA +
10/ 9/1986	48P8 4PAA +
10/11/1986	4988 4PAA +
10/14/1986	4A18 4PAA +
10/16/1986	43L8 4PAA +
10/18/1986	4478 4PAA +
10/21/1986	4508 4PAA +
10/23/1986	4598 4PAA +
10/24/1986	4598 4PAD  
10/26/1986	4628 4PAD  
10/28/1986	46D8 4PAD  
10/30/1986	4748 4PAD  
11/ 2/1986	47J8 4PAD  
11/ 4/1986	4868 4PAD  
11/ 6/1986	48P8 4PAD  
11/ 8/1986	4988 4PAD  
11/10/1986	4A18 4PAD  
11/12/1986	43L8 4PAD  
11/15/1986	4478 4PAD  
11/17/1986	4508 4PAD  
11/20/1986	4598 4PAD  
11/22/1986	4628 4PAD  
11/23/1986	4628 4PAE -
11/25/1986	46D8 4PAE -
11/26/1986	4J78 4PAE -
11/27/1986	4L08 4PAE -
11/29/1986	4L98 4PAE -
12/ 1/1986	4P28 4PAE -
12/ 3/1986	4PD8 4PAE -
12/ 5/1986	5048 4PAE -
12/ 7/1986	50J8 4PAE -
12/ 9/1986	4AA8 4PAE -
12/10/1986	4AA8 4PAE  
12/12/1986	4D38 4PAE  
12/14/1986	4DE8 4PAE  
12/17/1986	4E58 4PAE  
12/19/1986	4EL8 4PAE  
12/22/1986	4J78 4PAJ -
12/24/1986	4L08 4PAJ -
12/26/1986	4L98 4PAJ -
12/29/1986	4P28 4PAJ -
12/30/1986	4P28 4PAJ  
12/31/1986	4PD8 4PAJ  
 1/ 1/1987	5048 4PAJ  
 1/ 4/1987	50J8 4PAJ  
 1/ 6/1987	4AA8 4PAJ  
 1/ 7/1987	4AA8 4PD9  
 1/ 8/1987	4D38 4PD9  
 1/ 9/1987	00P8 4PD9  
 1/11/1987	0188 4PD9  
 1/13/1987	0218 4PD9  
 1/16/1987	02A8 4PD9  
 1/18/1987	0338 4PD9 +
 1/20/1987	03E8 4PD9 +
 1/21/1987	03E8 4PDA  
 1/23/1987	0458 4PDA  
 1/25/1987	04L8 4PDA  
 1/27/1987	0578 4PDA  
 1/29/1987	0608 4PDA  
 1/31/1987	0698 4PDA  
 2/ 2/1987	0068 4PDA  
 2/ 4/1987	00P8 4PDA +
 2/ 5/1987	00P8 4PE6 +
 2/ 7/1987	0188 4PE6 +
 2/ 9/1987	0218 4PE6 +
 2/12/1987	02A8 4PE6 +
 2/14/1987	0338 4PE6 +
 2/17/1987	03E8 4PE6 +
 2/19/1987	0458 4PE7  
 2/21/1987	0DA8 4PE7  
 2/23/1987	0E38 4PE7  
 2/25/1987	0EE8 4PE7  
 2/27/1987	0J58 4PE7  
 3/ 2/1987	0728 4PE7  
 3/ 3/1987	0728 0593  
 3/ 4/1987	07D8 0593  
 3/ 6/1987	0848 0593  
 3/ 9/1987	08J8 0593  
 3/11/1987	0968 0593  
 3/12/1987	0968 0593 -
 3/14/1987	09P8 0593  
 3/16/1987	0A88 0593  
 3/18/1987	0D18 0593  
 3/20/1987	0DA8 0593  
 3/21/1987	0DA8 0588 -
 3/23/1987	0E38 0588 -
 3/25/1987	0EE8 0588 -
 3/27/1987	0J58 0588 -
 3/29/1987	0728 0594 -
 3/31/1987	07D8 0594 -
 4/ 3/1987	0848 0594 -
 4/ 5/1987	08J8 0594 -
 4/ 6/1987	0P98 0594 -
 4/ 8/1987	1028 0594 -
 4/10/1987	10D8 0594 -
 4/12/1987	1148 0594 -
 4/13/1987	1148 0594  
 4/15/1987	11J8 0594  
 4/17/1987	1268 0594  
 4/19/1987	12P8 0594  
 4/21/1987	1388 0595 -
 4/23/1987	1418 0511 -
 4/25/1987	0JL8 0511 -
 4/28/1987	0L78 0511 -
 4/30/1987	0P08 0511  
 5/ 2/1987	0P98 0511  
 5/ 5/1987	1028 0511  
 5/ 7/1987	10D8 0511  
 5/10/1987	1148 0511  
 5/12/1987	11J8 0511  
 5/14/1987	1268 0511 +
 5/16/1987	12P8 0511 +
 5/17/1987	12P8 051J +
 5/18/1987	1388 051J +
 5/20/1987	1418 051J +
 5/21/1987	1AJ8 051J +
 5/22/1987	14A8 051L  
 5/25/1987	1538 051L  
 5/27/1987	15E8 051L  
 5/30/1987	1658 051L +
 6/ 1/1987	16L8 051L +
 6/ 4/1987	1778 051L +
 6/ 6/1987	1808 051L +
 6/ 8/1987	1898 051L +
 6/10/1987	1928 051L +
 6/11/1987	1928 052A +
 6/13/1987	19D8 052A +
 6/14/1987	1A48 052A +
 6/17/1987	1AJ8 052A +
 6/19/1987	14A8 052A +
 6/21/1987	1538 052A +
 6/22/1987	1538 052D  
 6/23/1987	15E8 052D  
 6/26/1987	1658 052D  
 6/28/1987	16L8 052D  
 7/ 1/1987	1778 052D  
 7/ 3/1987	1808 052D  
 7/ 6/1987	1898 0537  
 7/ 7/1987	1P58 0537  
 7/ 8/1987	1PL8 0537  
 7/10/1987	2078 0537  
 7/12/1987	2108 0537  
 7/14/1987	2198 0537  
 7/16/1987	1D68 0537  
 7/18/1987	1DP8 0537  
 7/21/1987	1E88 0537  
 7/23/1987	1J18 0538 -
 7/26/1987	1JA8 0538 -
 7/28/1987	1L38 0538 -
 7/30/1987	1L38 0544 -
 7/31/1987	1LE8 0544 -
 8/ 2/1987	1P58 0544 -
 8/ 4/1987	1PL8 0544 -
 8/ 6/1987	2078 0544 -
 8/ 7/1987	2078 0544  
 8/ 8/1987	2108 0544  
 8/10/1987	2198 0544  
 8/12/1987	1D68 0544  
 8/15/1987	1DP8 0544  
 8/17/1987	1E88 0544  
 8/19/1987	1J18 0544  
 8/22/1987	1JA8 0544 +
 8/23/1987	2468 0544 +
 8/24/1987	24P8 0551  
 8/27/1987	2588 0551  
 8/29/1987	2618 0551  
 9/ 1/1987	26A8 0551  
 9/ 3/1987	2738 0551  
 9/ 5/1987	27E8 0551  
